same_movie,neighbour1,neighbour2,neighbour3,neighbour4,neighbour5,neighbour6,neighbour7,neighbour8,neighbour9,neighbour10
6890,811,15958,16759,1819,11938,10758,5481,15547,17168,14137
6891,14493,13639,7894,7372,5994,16206,8018,1247,10807,4665
6892,2221,17087,10539,8100,6968,9809,11336,4094,1572,3273
6893,9950,4147,13398,1925,166,16713,2140,9003,2920,9037
6894,16239,5500,8324,5470,11115,12715,5125,14893,13264,17569
6895,2494,13947,1970,5437,4095,17372,15981,739,2333,7297
6896,4619,145,9100,2359,9437,2837,7950,3795,13982,12907
6897,5964,15937,6059,1649,6360,6745,5726,11633,11709,1858
6898,441,10800,805,14008,16078,16691,3913,13713,16207,11872
6899,9170,5277,12096,11242,16201,17431,6029,16703,5226,2122
6900,3461,16963,15412,17666,2272,12616,11170,9105,8257,15845
6901,16654,9230,14392,3654,12746,10787,13553,1415,10963,10160
6902,17441,2953,13392,2209,13580,15922,2660,7364,9728,13384
6903,14238,6925,7459,13405,17255,6256,6762,12961,7372,11876
6904,5650,14393,17381,13413,16703,7173,13082,8524,4345,8159
6905,17559,16041,2510,9955,16865,6018,4641,13838,8492,7149
6906,3112,4616,1390,2556,6124,1764,11189,16342,4162,15435
6907,14179,9678,17172,7306,5849,287,2387,1442,10319,8738
6908,17302,1902,12513,7145,10027,11859,5656,8809,12748,8687
6909,5195,7612,6518,17577,13222,8810,17608,11594,6798,17065
6910,15532,10240,11479,8989,8316,1976,6302,3463,7401,3743
6911,14780,3648,6329,10225,17560,14050,6971,5472,7193,2470
6912,3342,501,12186,1370,10920,9964,1969,10433,16995,8883
6913,2132,12624,281,5061,2216,4288,11571,13634,3995,15542
6914,6657,15778,4548,10296,16214,14719,4051,7006,15113,14511
6915,12726,11531,6616,1392,8290,7406,2431,6166,11400,8524
6916,576,2638,6201,2548,5368,15500,15892,8940,9418,4783
6917,1479,534,12846,14277,17396,9542,11226,2015,11307,12747
6918,10724,5503,14870,427,8867,12833,7150,8141,1026,9674
6919,9711,11180,10677,4351,12368,13870,2365,11243,4459,10578
6920,16772,2674,2048,6371,7712,16260,14716,12976,10300,8980
6921,8061,6649,5046,8941,7538,16919,10349,7015,1669,8587
6922,1298,10566,674,12661,12487,15171,12678,6237,16337,13002
6923,330,15956,13705,13244,12633,13795,1035,17129,9111,9613
6924,9739,11210,14782,12482,11884,3324,6001,4167,17419,1733
6925,15993,7548,17255,6903,3300,444,1873,2330,13405,6551
6926,2996,14614,12333,7543,17706,15088,10301,16213,8974,9830
6927,4432,6037,10042,15107,2372,16384,16954,1905,9960,8644
6928,12697,7432,12390,3187,81,12022,6534,8369,834,12354
6929,4523,13649,4521,15463,7028,1697,17197,11247,13890,1628
6930,7149,10695,6122,5257,15787,17303,7363,8966,5277,13840
6931,6196,3925,8915,15124,14691,14410,5496,8387,191,1905
6932,13104,14612,3883,13344,8076,15453,5382,5012,8834,13776
6933,8153,8069,17731,7187,15986,13200,1570,9053,6770,5213
6934,8350,3284,5790,11016,11568,5172,17518,15964,9057,9420
6935,12919,400,6587,1912,7360,5473,14434,9175,3801,992
6936,13781,783,15277,7965,999,3859,11066,17451,14639,12516
6937,1988,13881,9901,12958,12135,10280,7578,8496,6836,16569
6938,5916,11181,12712,15088,14024,9895,568,3257,8309,1113
6939,2754,1941,7302,11914,8664,12125,15790,15198,2403,1084
6940,1622,11018,11777,17236,15757,586,4378,141,4099,14491
6941,7107,14563,10690,5125,583,3935,15550,12977,10922,4277
6942,15953,2771,5472,10673,3728,1295,4392,14584,14960,2173
6943,1914,6417,4272,4854,17145,15021,19,105,17301,10160
6944,3602,6116,15390,13800,12905,17364,10916,4090,5921,2636
6945,8230,14413,9201,16571,16340,1765,4587,4224,7209,15570
6946,5182,717,14217,3559,6194,17707,6448,11433,6171,12844
6947,8248,5684,11872,13713,6898,4808,14008,805,441,10800
6948,10836,4386,15597,16630,2475,14055,6259,674,13886,3268
6949,4809,8999,2320,13659,16179,9411,5160,1381,8449,12448
6950,6128,10069,8462,11632,112,16416,13336,1283,6310,6825
6951,13208,16574,10675,10303,7075,15589,16686,4871,11953,684
6952,5188,10589,9063,14360,7891,15148,2634,9123,15587,3099
6953,1816,424,15733,12667,4752,9170,2149,4886,10371,9095
6954,13722,13376,12268,7856,13037,3131,6242,15087,16132,11933
6955,16245,10710,16849,17227,7640,1500,8021,11758,16106,13694
6956,5829,17451,1188,440,5668,17209,8971,7556,4893,11856
6957,13313,9677,5656,17302,4248,7145,12748,17064,7629,1902
6958,2114,160,10460,2780,13526,7160,473,11242,15155,3489
6959,599,1425,6500,7705,13091,1314,14334,9240,7590,1035
6960,3071,2953,5187,13384,2209,4479,13392,6902,11844,17441
6961,7381,9234,11254,940,15078,3414,15945,17692,4906,7040
6962,16368,12434,4569,475,1087,4535,8543,4136,1765,11193
6963,6089,1383,13308,2744,16520,1910,383,11950,10862,12217
6964,7760,16658,12136,6322,6447,3199,11951,14857,10966,1417
6965,5891,1260,9066,380,6485,11618,4133,233,5654,8337
6966,4197,17127,15410,11400,4563,16977,14467,10178,108,17281
6967,2384,9701,2259,13703,9490,12532,15617,7307,14384,15211
6968,10539,11336,8100,17087,9809,3273,11762,1572,6892,5693
6969,10683,10918,12658,11369,6070,1552,2218,17314,5840,15897
6970,11263,14314,12941,12176,1331,9059,3452,12498,13624,10753
6971,11283,1905,4306,14691,15107,15755,17560,6797,2862,14410
6972,15124,12470,16242,7624,1905,12317,12918,11283,607,14410
6973,14042,9818,599,2518,4697,10105,13459,16604,1425,1682
6974,11064,571,5862,2862,14550,5926,175,4306,14691,8596
6975,1640,16574,17639,12655,16386,8069,14378,2231,12990,6170
6976,14303,7547,9902,1912,400,3955,9175,535,3733,8042
6977,1721,17761,15221,8671,7453,2269,16977,12517,4911,10975
6978,10928,295,17295,16997,5318,13195,9592,2095,14725,17088
6979,4548,1415,6657,246,9640,10296,8088,186,9291,5574
6980,1576,5424,10116,17582,8475,14989,11260,15467,5719,11842
6981,6674,9168,11310,10840,4997,6636,14708,13422,17142,15023
6982,16445,6922,674,5197,10566,16630,3043,15171,1298,12833
6983,6860,16082,16380,5807,5181,15563,6206,14644,17308,13050
6984,12829,4236,10870,3447,3199,2545,549,2790,6770,13976
6985,11442,14219,6247,10102,1673,16709,15686,16903,17341,8199
6986,17204,4672,8374,3553,11561,15448,6217,320,15141,8995
6987,7480,1750,17507,592,6164,6216,8464,4435,15912,8153
6988,12896,8159,8960,9598,8818,156,14820,13451,4904,2122
6989,11064,175,5926,9049,571,8596,12034,14454,14482,17339
6990,8268,15665,4205,10238,5446,2879,10651,9358,12954,15761
6991,14257,9209,12715,2065,7222,5500,444,17128,13218,17192
6992,5719,2966,6980,17024,5784,2417,13618,5424,5918,10530
6993,9136,2732,2431,2339,4138,9276,3666,13039,19,12726
6994,15107,3860,15124,6972,17088,2095,1905,2152,12918,16242
6995,13746,10285,3429,16689,444,11830,6527,17576,3776,7372
6996,2837,7889,5662,13336,11394,848,6310,9437,1891,3252
6997,11593,5000,16340,6394,3907,2388,5672,1087,9000,15444
6998,16413,12143,13038,10303,10855,3632,276,11466,13984,8850
6999,12339,13133,9435,15323,11962,9769,14156,6136,11269,4368
7000,6590,3914,3163,1658,11488,15934,15245,3073,4038,6175
7001,2292,11190,13621,4689,5867,11024,12147,13936,17072,13685
7002,13976,17462,5457,16277,12829,11381,2082,11951,14232,2504
7003,10250,1577,13903,14,11816,16374,3977,16652,8364,9790
7004,17624,8287,4285,16755,2153,4535,1765,9000,16885,8518
7005,15323,16190,16526,4297,11086,2867,13408,1993,15754,3847
7006,16214,5546,16005,11111,13912,6812,6604,6710,13349,9106
7007,12872,14777,11289,11328,791,17747,7624,7745,6274,13651
7008,2988,1001,16926,4460,2749,16786,8758,6057,11921,4890
7009,7032,7521,14660,5401,17136,6350,16707,4661,9593,6042
7010,13389,8077,7647,15424,11918,6336,8388,3265,2882,5010
7011,10175,10391,9595,6896,10107,3252,12632,1796,5029,848
7012,9358,8047,16069,10587,17114,7796,14893,3103,4654,7873
7013,13984,15697,1519,276,10972,11953,10303,6257,14736,3644
7014,17212,3404,586,4496,900,6145,14491,3170,2350,6602
7015,16919,8061,3294,3016,7747,14790,9707,5418,891,6649
7016,12589,98,1422,3346,8508,3609,15324,753,2682,12706
7017,7280,4758,12344,12364,1529,5831,838,7164,17294,16887
7018,6569,14875,7133,1041,11719,1389,14926,11204,690,10847
7019,8339,9617,13827,5055,13582,9685,5223,5875,10375,6760
7020,402,7460,87,3620,9305,2416,1752,1641,8182,4731
7021,7587,10102,1666,15759,4923,2521,894,10040,3563,7450
7022,10438,10965,10680,1655,14188,9596,13326,17247,6623,16960
7023,7561,2653,9281,14471,11984,12001,12341,8579,16726,2587
7024,17031,8782,12084,6874,16760,5924,3756,17053,12096,7904
7025,4710,6454,17555,6731,9048,201,720,12526,52,13924
7026,12290,13872,6097,15056,17080,8360,16099,4513,4714,1630
7027,2719,1593,15463,9510,774,5198,13890,6633,16849,5397
7028,4521,1697,17197,13890,15463,11247,13649,9554,8756,11228
7029,8314,4696,12406,4567,9494,6385,388,1185,9086,16739
7030,9549,4620,3693,8653,16987,14440,1605,3904,16720,4965
7031,8497,12011,9175,14434,14303,3801,6935,7360,12919,6587
7032,14725,13195,11337,17088,9592,14660,10928,3860,10170,14410
7033,3669,13560,13689,16054,17659,11968,14676,11109,7687,11944
7034,5368,8691,14086,10095,5761,6201,4783,8940,14307,11167
7035,17099,1003,8196,12380,7372,6832,2850,12754,12000,16857
7036,5702,10458,10142,17632,4029,6610,1840,14719,5117,13912
7037,16628,15276,12447,11099,1089,10945,16660,15700,5234,9814
7038,8329,9717,10294,763,10912,1384,8630,1853,268,1182
7039,1266,4232,9726,15709,481,1764,10188,2138,15535,2850
7040,1267,5317,5628,3427,2152,15124,6386,12470,6972,12918
7041,709,9848,12824,3748,325,14803,5697,8007,1686,15405
7042,10647,6324,2020,4509,1222,1692,2440,14776,10771,16176
7043,10552,12805,7644,5941,5304,4229,774,11916,1553,12586
7044,101,7386,15088,9830,2996,3169,603,14415,9646,15398
7045,15821,5222,657,575,8080,17225,17751,14801,10278,11237
7046,1260,2720,14072,12215,3090,11938,5141,5253,11937,15885
7047,12942,5577,7516,561,12721,13380,996,10276,895,16947
7048,16859,2680,9645,3466,6859,15099,8301,11265,2580,8928
7049,8017,4217,13426,13815,2345,2085,14562,9835,8137,5158
7050,7714,11708,6727,15459,9185,15620,15986,13570,10469,11561
7051,1701,860,2330,905,15503,3370,7337,3447,15935,6217
7052,6202,1192,1097,7174,10829,8639,13157,12959,14321,5669
7053,9367,5105,8854,12861,12839,10733,4535,10024,17113,6327
7054,3370,4732,1185,16069,9137,17332,5279,11924,11561,6770
7055,11064,6974,9818,571,10225,13580,8317,2862,6971,14550
7056,8650,12505,5202,9147,8166,781,10411,11483,3476,7788
7057,7230,14961,14240,11521,2452,5582,9628,1905,14691,16954
7058,132,15597,9792,15137,11751,13001,10944,1775,659,4386
7059,16658,12063,1937,16391,12499,6964,14714,16873,15833,15247
7060,4857,6635,15305,8675,14358,329,5538,2122,8782,5614
7061,14572,12832,10794,2312,4397,5514,11258,15845,17425,16988
7062,6540,7376,2781,192,9667,2041,5115,16590,12302,7386
7063,11542,4257,15310,6246,1880,14170,6544,16488,6253,343
7064,6911,3648,12115,15953,8049,14780,14050,6482,1406,14960
7065,16295,5072,132,13858,5846,11375,11952,1154,11168,13790
7066,4504,3846,12535,448,697,12257,16752,10542,10795,10690
7067,6552,14712,5317,8636,3254,3427,3860,6972,15124,14410
7068,5452,17142,9091,5500,1952,7372,10252,12964,12341,17365
7069,11639,8840,6223,285,658,16872,16825,4932,2174,5997
7070,9330,2456,8806,11904,17412,12186,14862,14642,13082,10920
7071,6281,8877,15991,6486,9681,12773,10371,15064,1367,6336
7072,5226,312,2122,9170,13439,12084,17431,8846,8782,12232
7073,11635,4946,6277,2637,11932,444,6152,14107,17550,9574
7074,12556,10292,8637,1707,11326,2329,16734,1126,52,15106
7075,2242,5207,10675,16574,14964,12655,15942,17567,2714,12281
7076,3737,6611,17486,8156,14055,16445,6982,17048,16630,1298
7077,8278,1296,4263,6043,12101,17035,8136,11433,5196,14073
7078,14975,1847,1322,4223,16473,1003,10652,7372,17579,6636
7079,2717,12963,12328,9933,3562,15196,11799,8810,440,19
7080,13970,4637,6766,7977,2820,17729,8106,1755,4673,3691
7081,8449,9411,6210,13323,7582,9365,5753,2320,11707,3908
7082,6827,173,5639,11061,984,8168,16741,9031,10474,3955
7083,1336,2174,2528,811,4517,6120,10886,2252,12940,1693
7084,15349,2785,399,1342,6774,16610,701,4469,6431,2211
7085,1691,6090,11989,6625,10062,17279,3068,12105,7811,814
7086,13001,14952,1154,12683,11273,12879,3188,12566,16621,13022
7087,8876,13661,10376,11008,69,10985,8959,10076,16904,11157
7088,8594,17173,7417,11297,9678,287,16131,12685,10199,4090
7089,16032,9358,13807,6770,1657,14863,5373,14774,17114,8153
7090,7783,13929,5797,11951,8069,11441,5874,714,5077,11534
7091,12456,12188,17638,12322,843,615,15530,10446,14475,14918
7092,2320,6210,2313,15227,469,9365,8509,5160,15432,7582
7093,5273,6410,13800,15390,15168,7481,2384,972,4276,15605
7094,4614,1198,10440,14952,6743,9513,4458,10546,10716,3885
7095,4312,17655,16696,12231,10794,12197,6361,1223,12351,3411
7096,3206,3062,6658,11879,3891,7480,8069,15775,15056,16574
7097,11345,12116,14991,2426,7766,11001,6442,1562,16079,9719
7098,3302,2079,8063,13727,4722,11449,8260,14620,10269,5216
7099,7333,13395,1930,14625,9486,8599,5739,8953,2419,9671
7100,17488,5995,14649,10096,6906,11410,15435,1290,5225,14046
7101,16636,11128,573,1146,10104,9025,13563,12079,7138,1263
7102,6053,10004,11184,5283,12417,13688,15333,2723,6051,14150
7103,16386,11430,7766,14597,15697,16574,10937,11418,15299,6257
7104,5945,17230,15306,7496,13229,2433,33,5297,15773,16464
7105,10350,10558,9710,4061,17740,15812,3530,14565,1018,11403
7106,3916,4303,13222,701,8097,5233,17615,8119,3792,2426
7107,8309,12650,7349,14988,15904,2573,4362,6536,3257,8974
7108,8616,7268,8609,5868,5393,17105,2970,8796,4164,11494
7109,14592,4439,14471,7838,5389,13323,9021,4471,8579,4875
7110,17480,14911,8116,14302,5760,16147,17085,12891,11662,11925
7111,7279,14081,17706,1461,15232,6489,16900,3345,16213,7113
7112,7997,17441,2953,5187,1650,12365,12074,17526,17474,16415
7113,15001,6125,8228,4002,699,2126,11324,9830,16043,6680
7114,13256,13351,13315,15060,2412,17627,11443,12338,1237,11150
7115,13294,16799,7143,13931,328,9247,7440,8941,8836,7128
7116,2946,8714,9850,17142,7222,3352,15993,5575,1397,14700
7117,17756,14431,12671,11754,3742,3773,7642,13149,3453,1595
7118,9835,478,655,14562,6541,17317,1203,6707,9192,13375
7119,17348,16927,11268,11237,8140,12065,10134,2074,16671,7454
7120,3669,13689,9816,17659,4404,698,7506,13560,10585,4967
7121,6357,548,13607,7064,3532,17539,8049,16307,13248,3617
7122,3411,9079,16696,15097,8529,15916,618,11258,6843,8257
7123,2060,15695,14945,11510,9372,17440,16762,12927,16661,12033
7124,1076,7866,2540,9164,13604,1440,8733,11320,12958,4189
7125,2104,3715,10038,6352,3192,16532,15956,118,4612,3835
7126,15750,2939,3516,15520,1471,11776,4266,7574,14313,10840
7127,11141,1466,15496,4364,13082,8131,8159,15997,14229,9598
7128,218,917,3602,8061,8587,11116,9807,5100,1177,10235
7129,13692,6148,958,4205,11053,5011,11736,8823,16226,16206
7130,16459,4389,4429,13853,7991,1102,3638,15712,8014,17358
7131,9828,12931,636,12140,13217,1661,9043,5787,17537,11209
7132,1605,3904,11434,8681,102,8261,3429,1809,4741,6276
7133,11719,1389,14926,6569,11204,7018,14875,690,8348,14067
7134,2243,16876,15710,9000,5765,429,16755,11286,2686,17624
7135,14561,9920,9777,16543,5218,12387,12770,11967,14184,4342
7136,8323,6798,1429,15438,3556,8671,7548,15984,5950,11001
7137,14614,7250,5887,17279,2535,15088,192,11324,9893,3362
7138,1312,7101,13563,11128,745,14311,11327,16636,2277,1146
7139,4861,1552,5840,6070,10918,2218,4185,10460,14412,15155
7140,14623,2442,12506,12640,4461,8656,2459,15123,8824,409
7141,11061,173,5652,3207,9578,3955,8505,3701,14554,14289
7142,4031,11192,13248,8118,3416,9396,1819,15309,9389,3835
7143,15149,9572,8956,15390,2788,7440,6116,3973,10187,6410
7144,5920,740,16194,9992,7123,13498,10269,15113,4856,16693
7145,17302,10027,1902,5656,11859,6908,12513,12748,8809,5727
7146,3975,12583,7877,13326,15317,8077,110,2916,8938,4970
7147,15143,13819,17199,15270,9937,15967,7850,17182,11236,1818
7148,14750,4631,10599,10284,9322,11416,5693,7662,7464,3273
7149,10695,5277,6122,13840,2015,10226,13809,413,8966,17387
7150,8867,1582,10724,12833,3437,14870,8141,13477,5503,1026
7151,15056,234,6425,2573,11415,264,9697,4318,14655,14906
7152,2060,15695,12516,11718,7182,9239,17465,12033,2347,1869
7153,10709,14286,3827,7793,3389,17233,1899,9419,10738,9191
7154,6390,5678,4822,4254,7737,3299,13426,466,4574,3846
7155,15156,6287,16384,16668,4656,3106,7624,11283,607,15124
7156,5965,1545,7861,8368,16243,2752,4357,1640,17736,5664
7157,13414,6077,7707,5953,2065,2587,5575,11706,13741,1873
7158,8438,15307,2942,5309,2938,3078,15777,5837,11271,5414
7159,7741,12416,10450,12929,16729,777,13253,15676,15353,804
7160,10363,11242,17431,6029,16969,10451,2122,5226,9170,14198
7161,7361,9047,6389,12878,9332,13491,1257,2822,6083,7926
7162,2682,10266,12780,1719,14083,7658,15324,1551,17132,7665
7163,9818,5788,15394,5862,6974,15381,571,11064,2122,10774
7164,17294,12344,16563,7280,1529,12364,5831,7017,5889,6155
7165,6498,11384,11096,4393,17565,8651,10886,10176,13248,4670
7166,223,10598,7370,12075,3274,9593,10036,15769,16707,7879
7167,2573,3308,14610,9891,2061,6425,5332,4494,6561,16327
7168,12440,907,12978,9690,12139,253,10099,397,9393,8708
7169,55,13459,4852,8239,9432,330,6923,10337,13091,4568
7170,3588,10679,37,5383,7692,12826,3139,5353,10738,7793
7171,3219,11609,10332,8069,16012,15414,3718,15559,3261,15961
7172,12181,1633,3043,11969,408,2037,16630,12446,674,10944
7173,10774,2122,9049,17319,14382,6099,5226,15394,11064,13451
7174,10829,1192,8639,1097,6202,7052,14321,12959,13157,5669
7175,1690,4223,16073,7859,2774,3755,7540,4842,7204,14085
7176,7953,13955,3015,2338,11658,6721,13435,11502,1632,5806
7177,2149,2512,5242,8469,11151,15940,11293,14211,15378,11764
7178,2318,2790,12829,4172,5873,2642,5266,5611,11381,16117
7179,9120,17321,13629,2890,15429,13251,2290,7555,3551,257
7180,2000,10152,16992,4227,15421,13511,17764,1250,16452,299
7181,2565,8052,5725,13714,3051,16833,5878,4910,13361,15877
7182,3375,16978,2853,9233,13485,7851,3507,16429,8239,13513
7183,11605,5093,1484,17408,14332,11207,15174,7867,3465,4700
7184,9415,5345,16984,334,9645,6859,16113,2171,17169,17324
7185,14266,2971,7292,16935,15088,814,7044,8477,16932,5916
7186,10608,15798,8595,13523,3542,14936,1610,6502,12766,16153
7187,17731,6933,8153,8069,3607,6363,6164,17507,7480,10332
7188,15639,3499,1380,5482,11105,14946,8430,4041,5740,12847
7189,15042,15073,10211,485,1630,7305,2621,2875,11644,12180
7190,2260,3413,11930,5316,9640,9742,11898,1895,13816,16124
7191,5373,17400,10590,1183,12579,14774,16295,10672,16032,15789
7192,13231,15248,354,11156,14774,14575,1183,16584,2840,8170
7193,6971,1905,2452,14691,10042,11521,4306,16954,17560,11283
7194,14495,2773,12916,3105,9806,14263,12313,2962,2003,5511
7195,11879,3891,6658,2,2115,11956,5768,15376,4205,9560
7196,2446,2936,6331,9612,3694,72,6241,4347,1468,159
7197,12759,7804,4407,15666,4254,12900,12958,7578,11650,3394
7198,12555,11956,15615,6773,6320,3412,2066,9088,11554,4205
7199,10524,7668,11984,14609,14641,13138,17090,7906,11154,11736
7200,6469,1382,6217,13222,3934,9931,4797,11474,17470,820
7201,14279,515,8487,12698,10719,14957,1095,12537,905,820
7202,1616,4217,8017,16617,15036,2476,11071,667,1882,12135
7203,3351,4300,5211,6932,15312,10150,15032,8503,4301,10815
7204,1696,5184,15910,7175,2036,10500,61,10145,772,2838
7205,4122,1296,16011,3606,5325,6043,6194,12101,6314,14044
7206,6686,11619,10699,15239,9485,11773,13377,9666,1111,8591
7207,10651,9266,13906,11179,15650,8459,10652,9627,12177,8762
7208,6989,9049,11064,3893,5926,571,175,12034,16792,8596
7209,14413,15570,16288,7245,14276,5896,2080,3364,4268,16755
7210,2062,6033,6747,4655,10349,8979,10859,9815,12564,14559
7211,7550,8309,15275,9883,9299,14988,13885,8115,11436,17444
7212,3390,10334,16570,13296,11699,6619,13427,4918,8948,814
7213,15728,10714,15907,4021,16652,14162,11808,10672,3363,6363
7214,13470,16884,6402,5511,14495,2681,9806,12041,821,3105
7215,16263,9717,9066,13092,16949,1182,13261,4124,10294,17465
7216,10335,14836,6100,8822,11458,6785,17119,7349,1512,12505
7217,16630,3268,427,3043,6239,16637,6922,17243,4517,2435
7218,16235,9331,2131,2141,7321,5199,14982,6525,7853,398
7219,10042,16384,16954,9960,2782,12293,13728,2862,17157,1798
7220,1271,2666,17011,6300,10529,17331,10416,2530,11190,5316
7221,13511,17764,16992,15421,615,12881,2012,7193,12172,2000
7222,2134,5470,17500,8324,1397,2946,12715,7492,5500,16330
7223,15243,11250,9435,3808,14737,15034,17047,2467,10505,14343
7224,9542,17559,12667,1432,16209,8492,13840,5162,2905,8377
7225,13137,9698,16771,13487,8403,6141,2402,1393,16035,5185
7226,1003,14128,10549,12129,15783,15884,6217,4020,11561,8374
7227,1551,14083,15428,15324,17413,13779,3813,9633,11069,12594
7228,2652,13331,13252,12640,11365,8601,8824,4461,15123,8656
7229,4574,12752,6298,13543,6433,1458,13611,6100,12831,1181
7230,7057,14961,14240,11521,2452,5582,9628,1905,14691,16954
7231,7115,4079,7540,13931,7372,10546,12602,3973,6075,9892
7232,8485,2330,4809,7945,15448,2846,130,9203,15503,11978
7233,6971,11283,6797,14550,2862,4306,4640,8904,15755,571
7234,14313,16377,15124,11283,6972,9340,7624,16242,13728,12317
7235,8197,10080,15784,7430,7742,16969,1476,5862,5926,8782
7236,5852,4469,904,3363,17272,6306,13262,14597,4637,11821
7237,8744,3150,5538,14358,494,9961,13580,2465,13302,14869
7238,16640,1305,13255,14999,3917,13955,5522,1865,13981,14829
7239,15858,6445,10620,10372,17533,3315,3153,10446,11907,17526
7240,1744,1843,1798,9960,12343,14367,15124,12435,7624,14590
7241,4388,4794,4939,4604,5575,1053,8500,17214,2064,4814
7242,9224,4144,7820,10125,6155,9988,14634,517,5977,5016
7243,4367,11461,14075,3812,10455,3826,9272,11601,5633,505
7244,11541,11867,13443,11645,9807,1177,8040,4326,13152,11217
7245,14413,16288,15570,14276,2080,5896,8631,5823,7209,4268
7246,9869,6185,12930,12199,14649,8786,12403,4744,5210,2702
7247,5105,10646,279,3672,6333,3467,17323,8409,10024,9997
7248,14409,16069,9875,17025,16040,7472,1891,4641,7149,12523
7249,16640,6475,4472,14103,2913,16948,30,4315,299,14538
7250,5887,9159,2204,15596,15746,15982,14614,7137,9830,1461
7251,6684,14612,15605,17285,1309,11706,15168,8459,16974,4391
7252,8347,10112,6424,3005,10746,10090,1072,13665,6175,17314
7253,16931,239,760,8313,8105,16222,14113,2171,13293,1704
7254,11319,11258,4093,12351,15845,14470,3399,3834,460,16696
7255,6733,2049,11747,4457,4277,9919,8422,16454,14819,6100
7256,5912,9284,2508,1970,7291,7913,15981,2885,7297,17556
7257,12843,5084,12490,7371,12763,12970,5727,16698,6352,7613
7258,4839,10891,492,5620,2458,13454,3492,12432,13940,13744
7259,7328,12688,6565,13548,2394,1768,16090,15867,17398,12986
7260,11546,3022,11220,16057,16817,15878,10803,12266,4885,6467
7261,6789,5109,6435,17408,3752,6167,16426,3465,3304,3848
7262,14724,5341,961,7986,3403,960,13698,7671,984,171
7263,497,4326,11867,14758,14079,2208,6792,16633,8391,9575
7264,1234,17395,7673,6155,7242,13625,8162,725,225,5351
7265,9198,212,4122,765,5164,12231,12197,12503,3116,16696
7266,7860,16748,12108,13487,8350,147,13575,714,3126,8718
7267,8275,16854,12150,5541,15880,9637,5603,6019,3524,11509
7268,11039,5393,5868,10227,14683,8609,8616,4164,14758,497
7269,995,1095,12610,9478,17300,9180,11255,15379,6346,7562
7270,13856,8131,7336,11935,11427,14219,13007,10774,7127,13082
7271,737,4929,17122,2250,950,10706,7372,13407,6186,6636
7272,11866,13053,10373,8284,8949,3857,15593,7191,12579,1183
7273,10576,17555,3506,762,15211,9048,16703,850,4881,13437
7274,17011,4548,10296,13034,4448,8864,17331,2190,11190,15338
7275,6796,13840,17508,5277,12667,3355,15955,10695,4488,16740
7276,9312,13117,15878,16817,8240,15159,230,423,6467,10803
7277,8738,287,9678,7143,15023,5575,5953,2387,5382,373
7278,16620,3122,9737,84,3910,4786,12482,14640,7744,13094
7279,16043,12438,14081,6489,1461,7111,7408,11324,3345,1321
7280,1529,12344,12364,6155,7164,3565,16563,5831,4779,725
7281,571,12582,2862,11064,11283,15394,4306,14550,1180,14999
7282,14059,15081,16165,1942,11738,15571,899,9376,14625,15131
7283,15658,17688,16758,14087,13578,230,11549,16817,11715,15878
7284,11145,2887,14015,12707,11504,12341,12823,13431,5726,11842
7285,465,7856,11633,5964,13520,15937,9167,17416,1009,1091
7286,95,212,12168,39,11440,9873,1999,5120,761,12903
7287,9998,955,11196,13837,11870,6460,1275,11264,13033,5396
7288,3702,15855,2523,16340,16607,4050,9201,3239,1518,14868
7289,8908,7576,5097,422,10426,10678,16233,171,11961,8293
7290,3322,12281,1640,12179,6009,10303,14292,12749,9401,6056
7291,9284,2508,17404,1970,739,17372,2494,12733,7297,1870
7292,8477,11693,5122,7185,1113,16935,2971,9794,512,114
7293,6664,1974,4628,2443,4721,900,9242,17681,97,734
7294,4330,1145,13582,14734,15532,10375,5055,10359,14538,15582
7295,11570,7531,11009,10484,3553,11973,8704,14213,12204,11586
7296,11973,1197,11055,16473,1559,12267,13906,8786,9803,3553
7297,2333,3184,17372,739,10054,13871,2724,1870,1426,8922
7298,9577,11160,17211,1658,3163,6070,10918,11488,1500,5840
7299,11579,15954,12511,1628,10959,115,11488,12082,1739,9213
7300,1748,2415,7758,860,16250,10269,9168,13033,7337,13976
7301,14087,11715,4006,5745,13578,14665,6781,10127,12775,4349
7302,11914,8664,12125,2754,1941,6939,1084,588,6413,12356
7303,12384,3521,17178,14773,12792,14533,6029,1470,4472,299
7304,16656,9778,11230,6571,6808,4757,11030,126,13214,6323
7305,1630,7189,15878,15159,16817,15042,3383,8240,13117,14236
7306,11831,1442,6907,8738,5247,14179,5012,9678,10383,287
7307,12647,12046,9765,12315,2827,4576,12563,13931,17021,11175
7308,16068,7336,10774,8803,7270,11427,14010,14855,1408,4805
7309,15554,16095,13088,9567,9260,2503,15109,642,14496,16835
7310,6135,4087,4358,14390,207,6562,13740,3786,12209,4
7311,5758,15441,2123,11616,6513,6198,11830,15283,8843,9374
7312,6216,8494,17639,12204,355,3363,6363,14893,5102,592
7313,5790,13929,14033,2817,7900,9992,8882,124,17332,8202
7314,10343,13738,4520,17280,1659,9974,3544,11848,4936,11384
7315,4437,5803,12463,10672,15559,15789,14162,10850,493,5824
7316,15002,7796,15761,10862,9075,11434,7581,1605,10237,1383
7317,7873,9533,1635,8205,16867,6700,10587,4654,969,16032
7318,321,11351,10875,15343,4176,3132,7065,3818,12654,12045
7319,669,8056,11415,15297,1548,16019,654,13415,1093,17110
